time;logger;level;database;threadid;message;exception
2018-06-08 17:46:24.1122;Raven.Database.Server.WebApi.RequestManager;Debug;;26;Receive Request #  10: GET     -  - http://localhost:8080/changes/config?id=QQB69&command=watch-doc&value=Raven%2FStudioConfig;
2018-06-08 17:46:24.2836;Raven.Database.Server.WebApi.RequestManager;Debug;<system>;30;Request #   6: GET     -   197 ms -            - 200 - http://localhost:8080/changes/config?id=QQB69&command=watch-prefix&value=Raven%2FDatabases%2F;
2018-06-08 17:46:24.3037;Raven.Database.Server.WebApi.RequestManager;Debug;<system>;26;Request #  10: GET     -   188 ms -            - 200 - http://localhost:8080/changes/config?id=QQB69&command=watch-doc&value=Raven%2FStudioConfig;
2018-06-08 17:46:24.2836;Raven.Database.Server.WebApi.RequestManager;Debug;<system>;31;Request #   8: GET     -   179 ms -            - 200 - http://localhost:8080/changes/config?id=QQB69&command=watch-prefix&value=Raven%2FCounters%2F;
2018-06-08 17:46:24.2836;Raven.Database.Server.WebApi.RequestManager;Debug;<system>;37;Request #   7: GET     -   183 ms -            - 200 - http://localhost:8080/changes/config?id=QQB69&command=watch-prefix&value=Raven%2FFileSystems%2F;
2018-06-08 17:46:24.2836;Raven.Database.Server.WebApi.RequestManager;Debug;<system>;29;Request #   9: GET     -   182 ms -            - 200 - http://localhost:8080/changes/config?id=QQB69&command=watch-prefix&value=Raven%2FTimeSeries%2F;
2018-06-08 17:46:24.3138;Raven.Database.Server.WebApi.RequestManager;Debug;;30;Receive Request #  11: GET     -  - http://localhost:8080/changes/config?id=QQB69&command=watch-prefix&value=Raven%2FAlerts;
2018-06-08 17:46:24.3742;Raven.Database.Server.WebApi.RequestManager;Debug;;31;Receive Request #  14: POST    -  - http://localhost:8080/queries;
2018-06-08 17:46:24.3440;Raven.Database.Server.WebApi.RequestManager;Debug;;26;Receive Request #  12: GET     -  - http://localhost:8080/cluster/topology;
2018-06-08 17:46:24.3742;Raven.Database.Server.WebApi.RequestManager;Debug;;29;Receive Request #  13: GET     -  - http://localhost:8080/license/status;
2018-06-08 17:46:24.4245;Raven.Database.Server.WebApi.RequestManager;Debug;<system>;29;Request #  13: GET     -    56 ms -            - 200 - http://localhost:8080/license/status;
2018-06-08 17:46:24.4548;Raven.Database.Server.WebApi.RequestManager;Debug;<system>;26;Request #  12: GET     -   106 ms -            - 200 - http://localhost:8080/cluster/topology;
2018-06-08 17:46:24.4849;Raven.Database.Storage.Esent.StorageActions.DocumentStorageActions;Debug;<system>;31;Document with key 'Raven/StudioConfig' was not found;
2018-06-08 17:46:24.4548;Raven.Database.Server.WebApi.RequestManager;Debug;;29;Receive Request #  16: GET     -  - http://localhost:8080/license/support;
2018-06-08 17:46:24.4043;Raven.Database.Server.WebApi.RequestManager;Debug;<system>;30;Request #  11: GET     -    91 ms -            - 200 - http://localhost:8080/changes/config?id=QQB69&command=watch-prefix&value=Raven%2FAlerts;
2018-06-08 17:46:24.5151;Raven.Database.Server.WebApi.RequestManager;Debug;<system>;29;Request #  16: GET     -    56 ms -            - 200 - http://localhost:8080/license/support;
2018-06-08 17:46:24.4245;Raven.Database.Server.WebApi.RequestManager;Debug;;37;Receive Request #  15: GET     -  - http://localhost:8080/build/version;
2018-06-08 17:46:24.4548;Raven.Database.Server.WebApi.RequestManager;Debug;;26;Receive Request #  17: POST    -  - http://localhost:8080/queries;
2018-06-08 17:46:24.5151;Raven.Database.Storage.Esent.StorageActions.DocumentStorageActions;Debug;<system>;26;Document with key 'Raven/Alerts' was not found;
2018-06-08 17:46:24.5151;Raven.Database.Server.WebApi.RequestManager;Debug;<system>;26;Request #  17: POST    -    64 ms -            - 200 - http://localhost:8080/queries;
2018-06-08 17:46:24.5151;Raven.Database.Server.WebApi.RequestManager;Debug;<system>;26;"	Raven/Alerts

Results count: 0, includes count: 0";
2018-06-08 17:46:24.5352;Raven.Database.Server.WebApi.RequestManager;Debug;;29;Receive Request #  19: POST    -  - http://localhost:8080/queries;
2018-06-08 17:46:24.5453;Raven.Database.Storage.Esent.StorageActions.DocumentStorageActions;Debug;<system>;29;Document with key 'Raven/StudioConfig' was not found;
2018-06-08 17:46:24.5151;Raven.Database.Server.WebApi.RequestManager;Debug;;30;Receive Request #  18: GET     -  - http://localhost:8080/operation/alerts;
2018-06-08 17:46:24.5151;Raven.Database.Server.WebApi.RequestManager;Debug;<system>;31;Request #  14: POST    -   138 ms -            - 200 - http://localhost:8080/queries;
2018-06-08 17:46:24.5453;Raven.Database.Server.WebApi.RequestManager;Debug;<system>;31;"	Raven/StudioConfig

Results count: 0, includes count: 0";
2018-06-08 17:46:24.5453;Raven.Database.Storage.Esent.StorageActions.DocumentStorageActions;Debug;<system>;30;Document with key 'Raven/Alerts' was not found;
2018-06-08 17:46:24.5453;Raven.Database.Server.WebApi.RequestManager;Debug;<system>;37;Request #  15: GET     -   119 ms -            - 200 - http://localhost:8080/build/version;
2018-06-08 17:46:24.5654;Raven.Database.Server.WebApi.RequestManager;Debug;<system>;30;Request #  18: GET     -    44 ms -            - 200 - http://localhost:8080/operation/alerts;
2018-06-08 17:46:24.5453;Raven.Database.Server.WebApi.RequestManager;Debug;<system>;29;Request #  19: POST    -     9 ms -            - 200 - http://localhost:8080/queries;
2018-06-08 17:46:24.5654;Raven.Database.Server.WebApi.RequestManager;Debug;<system>;29;"	Raven/StudioConfig

Results count: 0, includes count: 0";
2018-06-08 17:46:24.5956;Raven.Database.Server.WebApi.RequestManager;Debug;;29;Receive Request #  20: GET     -  - http://localhost:8080/studio-tasks/latest-server-build-version?stableOnly=true&min=35000&max=39999;
2018-06-08 17:46:25.1208;Raven.Database.Server.WebApi.RequestManager;Debug;<system>;29;Request #  20: GET     -   526 ms -            - 200 - http://localhost:8080/studio-tasks/latest-server-build-version?stableOnly=true&min=35000&max=39999;
2018-06-08 17:46:26.7563;Raven.Database.Config.SystemInfoLoggin;Debug;;12;"Version: 35247 / 12375b3d5e
Total Mem: 8 077MB, Available: 3 018MB, Mem limit: MB, Low mem: False
DebugInfo for Database '' :
= = = = = = = = = = = = = = = = 
	Metrics:: DocsWritesPerSecond: 0,000, IndexedPerSecond: 0,000, ReducedPerSecond: 0,000, RequestsPerSecond: 6,419
	Metrics.Requests:: Count: 39, OneMinuteRate: 0,610, MeanRate: 2,684
	Metrics.RequestsDuration:: Counter: 39, Max: 526,000, Min: 0,000, Mean: 86,128, Stdev: 114,834
	Metrics.StaleIndexMaps:: Counter: 1, Max: 0,000, Min: 0,000, Mean: 0,000, Stdev: 0,000
	Metrics.StaleIndexMaps:: Counter: 1, Max: 0,000, Min: 0,000, Mean: 0,000, Stdev: 0,000
Last DB Etag=1681FFC6-E046-C7AF-98C9-E6C232A3FE0A
";
2018-06-08 17:46:35.5637;Raven.Database.Server.WebApi.RequestManager;Debug;;29;Receive Request #  21: POST    -  - http://localhost:8080/bulk_docs;
2018-06-08 17:46:35.5949;Raven.Database.Server.Controllers.RavenBaseApiController;Debug;<system>;29;"	PUT Raven/StudioConfig
";
2018-06-08 17:46:35.6796;Raven.Database.Storage.Esent.StorageActions.DocumentStorageActions;Debug;<system>;29;Inserted a new document with key 'Raven/StudioConfig', update: False, ;
2018-06-08 17:46:35.6796;Raven.Database.DocumentDatabase;Debug;<system>;29;Put document Raven/StudioConfig with etag 01000000-0000-0001-0000-000000000001;
2018-06-08 17:46:35.7642;Raven.Database.Indexing.WorkContext;Debug;<system>;29;Incremented work counter to 1 because: PUT Raven/StudioConfig;
2018-06-08 17:46:35.7642;Raven.Database.Indexing.IndexingExecuter;Debug;;22;No tasks to execute were found!;
2018-06-08 17:46:35.7642;Raven.Database.Indexing.IndexingExecuter;Debug;;22;Executed 0 tasks, processed documents: 0, took 0ms;
2018-06-08 17:46:35.7642;Raven.Database.Indexing.IndexingExecuter;Debug;;22;No tasks to execute were found!;
2018-06-08 17:46:35.7642;Raven.Database.Indexing.IndexingExecuter;Debug;;22;Executed 0 tasks, processed documents: 0, took 0ms;
2018-06-08 17:46:35.7642;Raven.Database.Indexing.WorkContext;Debug;;23;No work was found, workerWorkCounter: 1, for: ReducingExecuter, will wait for additional work;
2018-06-08 17:46:35.7642;Raven.Database.Indexing.WorkContext;Debug;;22;No work was found, workerWorkCounter: 1, for: IndexingExecuter, will wait for additional work;
2018-06-08 17:46:35.7642;Raven.Database.Server.WebApi.RequestManager;Debug;;30;Receive Request #  22: POST    -  - http://localhost:8080/queries;
2018-06-08 17:46:35.7642;Raven.Database.Storage.Esent.StorageActions.DocumentStorageActions;Debug;<system>;30;Document with key 'Raven/StudioConfig' was found, etag: 01000000-0000-0001-0000-000000000001;
2018-06-08 17:46:35.7798;Raven.Database.Server.WebApi.RequestManager;Debug;<system>;29;Request #  21: POST    -   215 ms -            - 200 - http://localhost:8080/bulk_docs;
2018-06-08 17:46:35.8111;Raven.Database.Server.WebApi.RequestManager;Debug;<system>;30;Request #  22: POST    -    53 ms -            - 200 - http://localhost:8080/queries;
2018-06-08 17:46:35.8111;Raven.Database.Server.WebApi.RequestManager;Debug;<system>;30;"	Raven/StudioConfig

Results count: 1, includes count: 0";
2018-06-08 17:46:45.6506;Raven.Database.Impl.DTC.InFlightTransactionalState;Info;;12;Performing Transactions Cleanup Sequence for db <system>;
2018-06-08 17:46:55.4929;Raven.Database.Server.WebApi.RequestManager;Debug;;30;Receive Request #  23: GET     -  - http://localhost:8080/debug/plugins;
2018-06-08 17:46:55.4929;Raven.Database.Server.WebApi.RequestManager;Debug;;38;Receive Request #  24: GET     -  - http://localhost:8080/stats;
2018-06-08 17:46:55.5242;Raven.Database.Server.WebApi.RequestManager;Debug;;39;Receive Request #  25: GET     -  - http://localhost:8080/debug/config;
2018-06-08 17:46:55.5242;Raven.Database.Server.WebApi.RequestManager;Debug;;40;Receive Request #  26: GET     -  - http://localhost:8080/cluster/topology;
2018-06-08 17:46:55.5242;Raven.Database.Server.WebApi.RequestManager;Debug;<system>;40;Request #  26: GET     -     0 ms -            - 200 - http://localhost:8080/cluster/topology;
2018-06-08 17:46:55.5932;Raven.Database.Server.WebApi.RequestManager;Debug;;40;Receive Request #  27: GET     -  - http://localhost:8080/stats;
2018-06-08 17:46:55.6088;Raven.Database.Server.WebApi.RequestManager;Debug;;41;Receive Request #  28: GET     -  - http://localhost:8080/debug/config;
2018-06-08 17:46:55.5463;Raven.Database.Server.WebApi.RequestManager;Debug;<system>;30;Request #  23: GET     -    54 ms -            - 200 - http://localhost:8080/debug/plugins;
2018-06-08 17:46:55.7391;Raven.Database.Server.WebApi.RequestManager;Debug;<system>;41;Request #  28: GET     -   134 ms -            - 200 - http://localhost:8080/debug/config;
2018-06-08 17:46:55.7391;Raven.Database.Server.WebApi.RequestManager;Debug;<system>;39;Request #  25: GET     -   210 ms -            - 200 - http://localhost:8080/debug/config;
2018-06-08 17:46:56.7310;Raven.Database.Server.WebApi.RequestManager;Debug;<system>;38;Request #  24: GET     - 1,228 ms -            - 200 - http://localhost:8080/stats;
2018-06-08 17:46:56.7310;Raven.Database.Server.WebApi.RequestManager;Debug;<system>;40;Request #  27: GET     - 1,138 ms -            - 200 - http://localhost:8080/stats;
2018-06-08 17:47:02.6094;Raven.Database.Server.WebApi.RequestManager;Debug;;40;Receive Request #  29: PUT     -  - http://localhost:8080/admin/databases/RavenDB;
2018-06-08 17:47:02.6094;Raven.Database.Storage.Esent.StorageActions.DocumentStorageActions;Debug;<system>;40;Document with key 'Raven/Databases/RavenDB' was not found;
2018-06-08 17:47:02.6471;Raven.Database.Storage.Esent.StorageActions.DocumentStorageActions;Debug;<system>;40;Document with key 'Raven/Databases/RavenDB' was not found;
2018-06-08 17:47:02.6628;Raven.Database.Storage.Esent.StorageActions.DocumentStorageActions;Debug;<system>;40;Document with key 'Raven/Databases/RavenDB' was not found;
2018-06-08 17:47:02.6628;Raven.Database.Storage.Esent.StorageActions.DocumentStorageActions;Debug;<system>;40;Inserted a new document with key 'Raven/Databases/RavenDB', update: False, ;
2018-06-08 17:47:02.7096;Raven.Database.Server.Tenancy.AbstractLandlord`1;Info;<system>;40;Shutting down database RavenDB because the tenant database has been updated or removed;
2018-06-08 17:47:02.7096;Raven.Database.Indexing.WorkContext;Debug;<system>;40;Incremented work counter to 2 because: PUT Raven/Databases/RavenDB;
2018-06-08 17:47:02.7096;Raven.Database.DocumentDatabase;Debug;<system>;40;Put document Raven/Databases/RavenDB with etag 01000000-0000-0001-0000-000000000002;
2018-06-08 17:47:02.7096;Raven.Database.Indexing.IndexingExecuter;Debug;;22;No tasks to execute were found!;
2018-06-08 17:47:02.7096;Raven.Database.Indexing.WorkContext;Debug;;23;No work was found, workerWorkCounter: 2, for: ReducingExecuter, will wait for additional work;
2018-06-08 17:47:02.7096;Raven.Database.Indexing.IndexingExecuter;Debug;;22;Executed 0 tasks, processed documents: 0, took 0ms;
2018-06-08 17:47:02.7096;Raven.Database.Indexing.IndexingExecuter;Debug;;22;No tasks to execute were found!;
2018-06-08 17:47:02.7096;Raven.Database.Indexing.IndexingExecuter;Debug;;22;Executed 0 tasks, processed documents: 0, took 0ms;
2018-06-08 17:47:02.7096;Raven.Database.Indexing.WorkContext;Debug;;22;No work was found, workerWorkCounter: 2, for: IndexingExecuter, will wait for additional work;
2018-06-08 17:47:02.7096;Raven.Database.Server.WebApi.RequestManager;Debug;<system>;40;Request #  29: PUT     -   107 ms -            - 200 - http://localhost:8080/admin/databases/RavenDB;
2018-06-08 17:47:02.7318;Raven.Database.Server.WebApi.RequestManager;Debug;;40;Receive Request #  30: GET     -  - http://localhost:8080/docs/Raven/Databases/RavenDB;
2018-06-08 17:47:02.7318;Raven.Database.Storage.Esent.StorageActions.DocumentStorageActions;Debug;<system>;40;Document with key 'Raven/Databases/RavenDB' was found, etag: 01000000-0000-0001-0000-000000000002;
2018-06-08 17:47:02.7474;Raven.Database.Storage.Esent.StorageActions.DocumentStorageActions;Debug;;38;Document with key 'Raven/Databases/RavenDB' was found, etag: 01000000-0000-0001-0000-000000000002;
2018-06-08 17:47:02.7474;Raven.Database.Server.WebApi.RequestManager;Debug;<system>;40;Request #  30: GET     -    13 ms -            - 200 - http://localhost:8080/docs/Raven/Databases/RavenDB;
2018-06-08 17:47:02.8164;Raven.Database.DocumentDatabase;Debug;RavenDB;35;Start loading the following database: RavenDB;
2018-06-08 17:47:02.8164;Raven.Database.Impl.DocumentCacher;Info;RavenDB;35;"MemoryCache Settings:
  PhysicalMemoryLimit = 99
  CacheMemoryLimit    = 3160408064
  PollingInterval     = 00:02:00";
2018-06-08 17:47:02.8164;Raven.Database.Storage.Esent.StorageConfigurator;Info;RavenDB;35;"Esent Settings:
  MaxVerPages      = 8192
  CacheSizeMax     = 262144
  DatabasePageSize = 4096";
2018-06-08 17:47:02.8164;Raven.Storage.Esent.TransactionalStorage;Info;RavenDB;35;"Esent Settings:
  MaxVerPages      = 8192
  CacheSizeMax     = 262144
  DatabasePageSize = 4096";
2018-06-08 17:47:04.8218;Raven.Database.Storage.IndexDefinitionStorage;Debug;RavenDB;35;Reading index definitions from disk...;
2018-06-08 17:47:04.8218;Raven.Database.Storage.IndexDefinitionStorage;Debug;RavenDB;35;Read 0 index definitions;
2018-06-08 17:47:04.8218;Raven.Database.Storage.IndexDefinitionStorage;Debug;RavenDB;35;Reading transformer definitions from disk...;
2018-06-08 17:47:04.8218;Raven.Database.Storage.IndexDefinitionStorage;Debug;RavenDB;35;Read 0 transform definitions;
2018-06-08 17:47:04.8218;Raven.Database.Indexing.IndexStorage;Debug;RavenDB;35;Start opening indexes. There are 0 indexes that need to be loaded;
2018-06-08 17:47:04.8218;Raven.Database.Indexing.IndexStorage;Debug;RavenDB;35;Index storage initialized. All indexes have been opened.;
2018-06-08 17:47:04.8218;Raven.Database.Storage.Esent.StorageActions.DocumentStorageActions;Debug;RavenDB;35;Document with key 'Raven/Backup/Status' was not found;
2018-06-08 17:47:04.8218;Raven.Database.Actions.LastCollectionEtags;Debug;RavenDB;35;Starting to initialize last collection etags based on indexes ...;
2018-06-08 17:47:04.8218;Raven.Database.DocumentDatabase;Debug;RavenDB;35;Finish loading the following database: RavenDB;
2018-06-08 17:47:04.8218;Raven.Database.Indexing.IndexingExecuter;Debug;;43;No tasks to execute were found!;
2018-06-08 17:47:04.8218;Raven.Database.Indexing.IndexingExecuter;Debug;;43;Executed 0 tasks, processed documents: 0, took 0ms;
2018-06-08 17:47:04.8218;Raven.Database.Indexing.WorkContext;Debug;;43;No work was found, workerWorkCounter: 0, for: IndexingExecuter, will wait for additional work;
2018-06-08 17:47:04.8218;Raven.Database.Indexing.WorkContext;Debug;;44;No work was found, workerWorkCounter: 0, for: ReducingExecuter, will wait for additional work;
2018-06-08 17:47:04.9221;Raven.Database.Storage.Esent.StorageActions.DocumentStorageActions;Debug;RavenDB;35;Document with key 'IndexId1' was not found;
2018-06-08 17:47:06.1409;Raven.Database.Linq.QueryParsingUtils;Debug;RavenDB;35;Index Index_Raven_DocumentsByEntityName in database RavenDB was compiled, cached and stored on disk (at D:\GitHub\RavenDB\packages\RavenDB.Server.3.5.5\tools\CompiledIndexCache\) and loaded to assembly;
2018-06-08 17:47:06.1409;Raven.Database.Storage.IndexDefinitionStorage;Info;RavenDB;35;"New index Raven/DocumentsByEntityName:
using Raven.Abstractions;
using Raven.Database.Linq;
using System.Linq;
using System.Collections.Generic;
using System.Collections;
using System;
using Raven.Database.Linq.PrivateExtensions;
using Lucene.Net.Documents;
using System.Globalization;
using System.Text.RegularExpressions;
using Raven.Database.Indexing;

public class Index_Raven_DocumentsByEntityName : Raven.Database.Linq.AbstractViewGenerator
{
	public Index_Raven_DocumentsByEntityName()
	{
		this.ViewText = @""from doc in docs 
select new 
{ 
    Tag = doc[""""@metadata""""][""""Raven-Entity-Name""""], 
    LastModified = (DateTime)doc[""""@metadata""""][""""Last-Modified""""],
    LastModifiedTicks = ((DateTime)doc[""""@metadata""""][""""Last-Modified""""]).Ticks 
};"";
		this.AddMapDefinition(docs => 
			from doc in ((IEnumerable<dynamic>)docs)
			select new {
				Tag = doc[""@metadata""][""Raven-Entity-Name""],
				LastModified = (DateTime)doc[""@metadata""][""Last-Modified""],
				LastModifiedTicks = ((DateTime)doc[""@metadata""][""Last-Modified""]).Ticks,
				__document_id = doc.__document_id
			});
		this.AddField(""Tag"");
		this.AddField(""LastModified"");
		this.AddField(""LastModifiedTicks"");
		this.AddField(""__document_id"");
		this.AddQueryParameterForMap(""Ticks"");
		this.AddQueryParameterForMap(""__document_id"");
		this.AddQueryParameterForReduce(""Ticks"");
		this.AddQueryParameterForReduce(""__document_id"");
	}
}

Compiled to:
using Raven.Abstractions;
using Raven.Database.Linq;
using System.Linq;
using System.Collections.Generic;
using System.Collections;
using System;
using Raven.Database.Linq.PrivateExtensions;
using Lucene.Net.Documents;
using System.Globalization;
using System.Text.RegularExpressions;
using Raven.Database.Indexing;

public class Index_Raven_DocumentsByEntityName : Raven.Database.Linq.AbstractViewGenerator
{
	public Index_Raven_DocumentsByEntityName()
	{
		this.ViewText = @""from doc in docs 
select new 
{ 
    Tag = doc[""""@metadata""""][""""Raven-Entity-Name""""], 
    LastModified = (DateTime)doc[""""@metadata""""][""""Last-Modified""""],
    LastModifiedTicks = ((DateTime)doc[""""@metadata""""][""""Last-Modified""""]).Ticks 
};"";
		this.AddMapDefinition(docs => 
			from doc in ((IEnumerable<dynamic>)docs)
			select new {
				Tag = doc[""@metadata""][""Raven-Entity-Name""],
				LastModified = (DateTime)doc[""@metadata""][""Last-Modified""],
				LastModifiedTicks = ((DateTime)doc[""@metadata""][""Last-Modified""]).Ticks,
				__document_id = doc.__document_id
			});
		this.AddField(""Tag"");
		this.AddField(""LastModified"");
		this.AddField(""LastModifiedTicks"");
		this.AddField(""__document_id"");
		this.AddQueryParameterForMap(""Ticks"");
		this.AddQueryParameterForMap(""__document_id"");
		this.AddQueryParameterForReduce(""Ticks"");
		this.AddQueryParameterForReduce(""__document_id"");
	}
}
";
2018-06-08 17:47:06.2412;Raven.Database.Indexing.IndexStorage;Debug;RavenDB;35;Creating index 1 with id Raven/DocumentsByEntityName;
2018-06-08 17:47:06.4573;Raven.Database.Indexing.Index.Indexing;Debug;RavenDB;35;Creating index for Raven/DocumentsByEntityName;
2018-06-08 17:47:06.5263;Raven.Database.Indexing.WorkContext;Debug;RavenDB;35;Incremented work counter to 1 because: PUT INDEX Raven/DocumentsByEntityName;
2018-06-08 17:47:06.5576;Raven.Database.Indexing.WorkContext;Debug;;44;No work was found, workerWorkCounter: 1, for: ReducingExecuter, will wait for additional work;
2018-06-08 17:47:06.5732;Raven.Database.Indexing.IndexingExecuter;Debug;;43;No tasks to execute were found!;
2018-06-08 17:47:06.5732;Raven.Database.Indexing.IndexingExecuter;Debug;;43;Executed 0 tasks, processed documents: 0, took 0ms;
2018-06-08 17:47:06.5732;Raven.Database.Indexing.IndexingExecuter;Debug;;43;No tasks to execute were found!;
2018-06-08 17:47:06.5732;Raven.Database.Indexing.IndexingExecuter;Debug;;43;Executed 0 tasks, processed documents: 0, took 0ms;
2018-06-08 17:47:06.5888;Raven.Database.Indexing.IndexStorage;Debug;;43;Flushed simple map index: Raven/DocumentsByEntityName (id: 1), took 3ms;
2018-06-08 17:47:06.5888;Raven.Database.Indexing.WorkContext;Debug;;43;No work was found, workerWorkCounter: 1, for: IndexingExecuter, will wait for additional work;
2018-06-08 17:47:06.6044;Raven.Database.Server.WebApi.RequestManager;Debug;;38;Receive Request #  31: GET     - RavenDB - http://localhost:8080/databases/RavenDB/studio-tasks/config;
2018-06-08 17:47:06.6044;Raven.Database.Storage.Esent.StorageActions.DocumentStorageActions;Debug;RavenDB;38;Document with key 'Raven/StudioConfig' was not found;
2018-06-08 17:47:06.6044;Raven.Database.Storage.Esent.StorageActions.DocumentStorageActions;Debug;RavenDB;38;Document with key 'Raven/StudioConfig' was found, etag: 01000000-0000-0001-0000-000000000001;
2018-06-08 17:47:06.6044;Raven.Database.Server.WebApi.RequestManager;Debug;RavenDB;38;Request #  31: GET     -     4 ms - RavenDB    - 200 - http://localhost:8080/databases/RavenDB/studio-tasks/config;
2018-06-08 17:47:06.6422;Raven.Database.Server.WebApi.RequestManager;Debug;;38;Receive Request #  32: GET     - RavenDB - http://localhost:8080/databases/RavenDB/reduced-database-stats;
